conteudo,id_str,alegria,amor,medo,raiva,tristeza,ironia,nulo
"Se estudar fosse profissão, essa mesma turma ai tava lutando pra se aposentar, cada um com mais de 10 anos na universidade. #Dia30EuVouTrabalhar",1134178268746256385,0,0,0,1,0,1,0
"kkkkkkkkkkkkkkkk
Isso foi uma tsunami de formiga
#Marolinha30M https://t.co/BtzP8G8Ibd",1134228356747157504,0,0,0,1,0,1,0
"Praça Deodoro, Maceió, AL #30MpelaEducacao #30M #Tsunami30M #BrasilPelaEducação https://t.co/xJ1tlhi3tv",1134212923419779077,0,0,0,0,0,0,1
@fabiomura @sauloprado @jairbolsonaro Sem comentários. TODOS ÀS RUAS #TsunamiDaEducacao #Dia13ERua,1159871325021843458,0,0,0,1,0,0,0
"Eles não respeitam o povo brasileiro!
#BrasilNasRuas https://t.co/uUL6NVL73r",1132792045939171328,0,0,0,0,0,0,1
Contra a ignorantização como projeto de poder: 'deseducar para controlar' e as #FakeNews deste desgoverno #TiraAMãoDaMinhaFederal #NotMyPresident #BolsonaroEnvergonhaoBrasil… https://t.co/TQhf1w6jX7,1127607004007211011,0,0,0,1,0,0,0
30 DE MAIO. VAI TER MAIS!!! #Tsunami30M #30M #bolsonaroinimigodaeducacao https://t.co/WGVBuEr3V1,1133854656193605634,0,0,0,2,0,0,0
Você sabia? As universidades federais têm mais de um milhão e cem mil estudantes matriculados. #TsunamiDaEducação,1128395634279682048,0,0,0,0,0,0,1
"Que coisa linda, #tiraamaodomeuif https://t.co/qWnNu4wS6x",1126289305381552128,1,0,0,0,0,0,1
"@andreazzaeditor @jjpinto2 Gente,não comentem. Deixa ele falando sózinho. Ele quer palco!
#BrasilNasRuas",1132779386418212864,0,0,0,2,0,0,0
"Bora lá, pessoal!
Todos juntos no
#TsunamiDaEducação https://t.co/3onMXPieHS",1128390455325073409,1,0,0,0,0,0,0
"@AbrahamWeint não usamos mais o nome ""série"" há alguns anos para os Anos Iniciais. Que tal deixar alguém que entende educação estar na frente do Ministério?! #todospelaeducacao #TsunamiDaEducação #naruapelaeducação #15M #Grevenacionaldaeducacao",1128726370031419392,0,0,0,1,0,0,0
"#30MpelaEducacao São José do Rio Preto, SP. Imagens: Carlos Henrique #30M https://t.co/tMBx3k2DOv",1134222631513788423,0,0,0,0,0,0,1
"#Dia30EuVouTrabalhar #PLN4APROVAJA 
Estranho né? https://t.co/kqutuedCqq",1134164368160120833,0,0,1,0,0,0,0
E hoje tem #tsunamidaeducação #todospelaeducação #educação #maislivrosmenosarmas #educaçãoacimadetudo #30m https://t.co/rT0fUndJaD,1134113948570181633,0,0,0,0,0,0,1
Fora Bolsonaro! 💥 #TodosPelaEducação #NaRuaPelaEducação https://t.co/AbbKs0w4fz,1128824361845252096,0,0,0,2,0,0,0
"QUERO ESTUDAR PRA SER INTELIGENTE, DE BURRO JÁ BASTA O PRESIDENTE #tiraamaodomeuif",1129078823243456513,1,0,0,0,0,1,0
"@LulivreA @PapaiBozo @passarosErosas @pestodeboldo @ProgressistaRio @patriciaapinhal @PRanzinza @Patricia_Paes10 @PatitasPatye81 @patrizia88 @pemaurong @Pepeu51481430 @Pedro43846074 @pituca_amiglo Valeu, @LulivreA, 😉✊🏽🚩 #Tsunami13A #13A Todos às ruas... TÁ CHEGANDO DIA 13!!! Vamos mostrar para esse desgoverno quem manda!!! Divulguem, Participem  #RT",1159068817827540993,0,0,0,0,0,0,1
@majorolimpio #BrasilNasRuas,1132789948397051904,0,0,0,0,0,0,1
"Um governo apoiador de tortura e menos educação não é um governo a favor do povo e ponto final.
Impeachment já e cadeia para os juízes envolvidos na tramóia. #30MpelaEducacao",1134222938952142848,0,0,0,1,0,0,0
"Ô BOLSONARO
SE LEMBRA DISSO? 
ESSA BALBÚRDIA, 
FORMOU O SEU MINISTRO 
#TsumaniDaEducacao 
#Grevenacionaldaeducacao 
#NaRuaPelaEducacao 
#15MGreveGeral 
#todosjuntospelaeducacao",1128814185452855296,1,0,0,0,0,1,0
@OBrunoDornelles #BrasilNasRuas,1132831451022602240,0,0,0,0,0,0,1
"Uma péssima notícia a @jairbolsonaro #30MpelaEducacao foi maior que #15M e as mobilizações para #14J prometem parar o país. 
6 meses e nada aconteceu, nenhuma promessa cumprida: cortes na educação, economia encolhendo, desemprego aumentando, pobreza em disparada.
#ForaBolsonaro",1134215427238891521,0,0,1,1,0,0,0
"Pra imprensa que tenta desconstruir as manifestações de hoje, não vou postar nem as imagens da Paulista. Deixo como representatividade a imagem de Vitória no Espírito Santo @juliaduailibi @GloboNews @MBLivre @RodrigoMaia @davialcolumbre @camaradeputados 
#BrasilNasRuas https://t.co/ZiYccNpyx5",1132780839371190273,0,0,0,0,1,0,0
"@MorenoJose0809 @o_antagonista 🥰 Idem aqui 🇧🇷
#BrasilNasRuas",1132781286446313475,0,0,0,0,0,0,1
"Henrich Heine, poeta alemão: eu me armo de livros e me livro de armas.""
#30MpelaEducacao
#EducacaoECoisaSeria https://t.co/vwSh7ojpuH",1134226525371424768,2,0,0,0,0,1,1
#Dia30MeuFilhoNaoVai #EliminaçãoPowerCouple #NovaPrevidênciaComUmTrilhão https://t.co/Qerb6PGTFc,1133866124981002240,0,0,0,0,0,0,1
@PATRlOTAS #BrasilNasRuas,1145478165915144192,0,0,0,0,0,0,2
"Me emocionei ao assistir esse vídeo, assistam!!
#tiraamaodomeuif
#tiraamaodaminhafederal
https://t.co/ndXHWdYswL",1130976202334855168,0,0,0,0,0,0,1
"Mano,cortar gastos pra educação? 
Calma aí que algo não se encaixa. 
Sr.Presidente,coloca a cara no sol e vem falar na cara do povo que, gastar com educação é perca de tempo! #TodosPelaEducação",1128836586723000320,0,0,0,2,0,0,0
Natal na luta!#30MpelaEducacao #BrasilPelaEducacao #30M #Tsunami30M #TsunamiDaEducacao # https://t.co/c0Jc8MmN0s,1134178367350169601,0,0,0,0,0,0,1
Grande dia!👍😂#Marolinha30M https://t.co/jQA4cwf2w9,1134233197405986816,1,0,0,0,0,0,0
"Bora!!
Nosso país merece um projeto para o povo, não para satisfazer milícias e parte da elite do atraso. 
Enquanto a gente luta, resistiremos à escravidão. Lutemos!💪
""Vem vamos embora que esperar não é saber, quem sabe faz a hora, não espera acontecer.""
#Dia30VaiSerMaior
#30m",1133220706722955270,2,0,0,0,0,0,0
"#TsunamiDaEducação 
#NaRuaPelaEducação 
#TodosPelaEducação

🌍 Passos — MG 🌍 https://t.co/GzQXNlvHHA",1128878980185186304,0,0,0,0,0,0,2
#Dia30MeuFilhoNaoVai,1133861759046041601,0,0,0,0,0,0,1
Saludos mi gente #Aragua #Maracay #13Agosto #13Ago #13A @Edurodriguezg @efernandezVE @RLOZINSKI @60minutosinfo @ElPitazoTV @kurucuteando @CarmenPecorelli @MarketingMcy @MaracayTeSigo @maracayactiva7 @Copei_Partido @GERMANTON @buen_amigo2 https://t.co/jcheaWhUBy,1161197177089208320,0,0,0,0,0,0,1
"Só para dizer que a manifestação de ontem aqui no Rio foi linda! Milhares de pessoas nas ruas num ato pacífico, com foco e determinação!  #30MpelaEducacao",1134635382652526592,1,0,0,0,0,0,0
"@LulaOficial Women sent news from #ParoNacional
#BrasilnasRuas #14June2019
#ParoNacional
#LulaLivreQuintaSDV
#Feminismo 
#feminist",1139546637339156481,0,0,0,0,0,0,1
"#BolsonaroNossoPresidente 
#BolsonaroEnvergonhaOBrasil 
#LulaOPavorDeBolsonaro 
#LulaLivreJá 
#todospelaeducacao 
#LulaLivre https://t.co/48B0aUmdCS",1129557545549467652,0,0,0,0,0,0,1
#Dia30EuVouTrabalhar #Dia30MeuFilhoNaoVai  um basta na manipulação para interesses próprios e sombrios https://t.co/9bzvXkd7xE,1134092531069853697,1,0,0,0,0,0,0
@BacaCastellon @MentesLibres0 @bacalucydalia @FreeNicaragua_ @Nicalibre6 @Anon1moNICA @CafeconVozNi @AUNNicaragua @MadresDeAbril Se estarán obsequiendo el #30M en cátedral Managua,1132325554437459968,0,0,0,0,0,0,2
@BlogdoJuca No Brasil ainda temos os Bobos da Corte destituída que são pagos para afagar os egos da Esquerdalha nojenta... Normalmente desempenhados por Jornazistas medíocres e moribundos... #BrasilNasRuas,1132949131662700544,0,0,0,1,0,0,0
"Juventude na rua.

#TsunamidaEducação https://t.co/EiTBROVQuW",1129892150487977984,0,0,0,0,0,1,1
"Agora tenho que sair. A manifestação pela Educação e contra o desgoverno Bolsonaro começa daqui a pouco aqui na minha cidade. Não posso perder a oportunidade de gritar no meio do povo FORA BOLSONARO!!!
#30MpelaEducação #BrasilPelaEducação",1134171328909631488,0,0,0,1,0,0,0
"Relaxa pessoal, não é corte! #TodosPelaEducação #TsunamiDaEducacao #Dia30VaiSerMaior #cartoon https://t.co/Uko3xCHuN9",1130202999190577152,0,0,0,0,0,2,0
Realmente isso é uma vergonha #BrasilNasRuas https://t.co/FIOhPmUzRg,1132914887754244101,0,0,0,1,0,0,1
"#Dia30MeuFilhoNaoVai 
Espero que meus alunos também não. Eles não são idiotas úteis. https://t.co/p1iz6vMeug",1133849143452082176,0,0,0,1,0,0,1
#30M,1130547461163048960,0,0,0,0,0,0,1
"No Palco do Festival da Educação em Diamantina MG: Henrie e batucada! Por Jean Gabriel
#TáChovendoProtesto #30MpelaEducacao #BrasilPelaEducação https://t.co/sBnfPyR7Gl",1134233684578639877,0,0,0,0,0,0,2
#TodosPelaEducação vocês lembra disso ? https://t.co/vdqbfvcBqZ,1128825988937375744,0,0,0,0,0,0,1
#15M #tiraamaodomeuif #TodosPelaEducação https://t.co/PDKrcEHfKJ,1128827007045910530,0,0,0,0,0,0,3
"Eu amo um homem chamado @alessandromolon 
O único sensato nessa @camaradeputados 

#TsunamiDaEducacao 
#Grevenacionaldaeducacao 
#NaRuaPelaEducação",1128748429461590017,1,0,0,0,0,0,0
"@cassia_portella @Eder86957228 Esse partido já está no fundo do abismo.
#30MpelaEducacao 
#BrasilPelaEducacao",1134185670581346306,0,0,0,1,0,0,0
"Maria do Rosário defendendo o MBL é desespero de quem SABE que perdeu o povo, ou uma tentativa de jogar mais pessoas contra o partido? #BrasilNasRuas",1145480486896263169,0,0,0,0,0,1,0
"Todos nas ruas! Resistir é preciso!
#gritodosexcluidos  ##tsunamidaeducação #maiseducaçãoemenosarmas  #queroumpresidentequecombataasdesigualdadessociais #queprevidênciaéessa https://t.co/eiJZto6Uww",1168874455470182401,0,0,0,1,0,0,0
"@Damadeferroofic Alguém tem notícia do MBL, Kim e Lobão? ,🤣🤣🤣🤣 O Tsunami em prol do presidente arrasou hoje! Parabéns galeraaaaaaaa, huhuhuhu! 😂😂😂😂🇧🇷😎
#BrasilNasRuas",1132792050439610368,1,0,0,0,0,0,0
@henrybugalho @lolaescreva @eumesmadenise #30MpelaEducacao https://t.co/yOYZeGXiym,1134218727120080896,0,0,0,0,0,0,1
#FORABOLSONARO #LARANJALDOBOLSONARO #ABAIXOACORRUPÇÃO #FORACORRUPTOS #EUAVISEI #ELENÃO #FORAFASCISTAS #FORANAZISTAS #IMPEACHMENTDOBOLSONARO #CADEIAPARABOLSONAROS #30M #NÃOAORETROCESSO #DIRETASJÁ!!!! https://t.co/rnTU2K0p0y,1132644914817376261,0,0,0,1,0,0,0
"Repercussão internacional dos protestos pela educação no Brasil. 

#30MpelaEducacao 

https://t.co/4dNSSQYfL6",1134246938948382722,0,0,0,0,0,0,3
"#BrasilNasRuas vamos dobrar a mete-a.
😂😂😂 https://t.co/IwfDcUfr5z https://t.co/iRpF5NIkHR",1132783897455013888,0,0,0,0,0,0,1
"Las Calles son nuestras , 💓 CHILE ES NUESTRO! 💓 #30M #NosCansamos https://t.co/szGOg72TL0",1133385413849227264,0,0,0,0,0,0,1
"#tsunami13a #Tsunami13A 

https://t.co/Hi89VsOE4e",1160301477170221057,0,0,0,0,0,0,1
ASSITAM !!!!!! URGENTE - ESCOLHA DE DORAI PARA DIRIGIR PSDB JA CHAMOU LULA DE EXCEPCIONAL PRESIDENTE   https://t.co/Q6wH8tvLli   #BrasilNasRuas,1132983189285289985,0,0,0,0,0,0,1
#30MpelaEducacao https://t.co/0zZK4Ik3jM,1134236123797053441,0,0,0,0,0,0,1
#Dia30MeuFilhoNaoVai,1133865547681206272,0,0,1,0,0,0,1
#Tsunami30M #30MpelaEducacao #BrasilPelaEducação https://t.co/eNvqWKroif,1134251095964946434,0,0,0,0,0,0,1
Nós não podemos ficar reféns de um governo que quer destruir as universidades #30MPelaEducacao,1134230267894337537,0,0,0,1,0,0,0
@fabcruzuk @xicograziano Não quebre o pescoço vermelho! #BrasilNasRuas https://t.co/8AabJICATL,1132790798578343937,0,0,0,1,0,0,0
"Educação, e corte de verba não combina senhor presidente cuidado com o salto 15 pra não vira e o senhor cair,,, #TsunamiDaEducacao #naruapelaeducação #TodosPelaEducação https://t.co/C3Yn6Jf5Yx",1128776488088686592,0,0,0,1,0,1,0
@RitaLisauskas Só que os estudantes acordaram. #30M #30MpelaEducação https://t.co/LfmcjY7DCi,1134240025128968193,0,0,0,1,0,0,2
#30MVaiSerMaior #LulaLivreSegundaSDV #Balburdia #EsquerdistasSeguemEsquerdistas #BolsonaroInimigodaEducacao https://t.co/upWCOf3VEM,1132824897879773184,0,0,0,0,0,0,1
"@jairbolsonaro #FoliaDosCusProlapsados fiasco total. O tiro saiu pela culatra. Não adianta fake news, os atos só juntarem poucos milhares de fanáticos. O fundo do poço está aparecendo p o presida. Grande dia #Dia30VaiSerMaior #30M",1132708729135222786,0,0,0,1,0,0,0
"#BrasilNasRuas 
Chegamos em casa com esperança e sem ódio. https://t.co/KWEjMViOMu",1132783371518644224,1,1,0,0,0,0,1
@aguedescartoon #Meufilhonaovai,1134101142860914688,0,0,0,0,0,0,3
A mobilização é o nosso principal instrumento de transformação social e a luta coletivas nas ruas é o meio mais eficiente de derrotar governos despóticos e tiranos como os de Bolsonaro. Dia 13 é mais um dia de defender nas ruas a nossa educação. #13A #TsunamiDaEducação ✍️ https://t.co/cfgXEFgF82,1160934970753466368,1,0,0,0,0,0,0
"Com toda essa chuva, tá lindo demais! #30MpelaEducacao https://t.co/26sVb4wtYx",1134212642850115592,1,0,0,0,0,0,0
"Hoje é dia de mais uma greve nacional em defesa da educação, da previdência e de todos nossos direitos! #13A https://t.co/Kx5PVu6quL https://t.co/dK2tvyQ95m",1161290043081809920,0,0,1,0,0,0,0
O Tsunami da Educação parou o país hoje para dizer ao desgoverno Bolsonaro: EDUCAÇÃO NÃO É MERCADORIA! #EducacaoNaoeBalburdia #EducaçãoNãoéMercadoria #13deagosto #EducacaoeResistencia #TsunamiDaEducação https://t.co/NL0x5kEHzd,1161450766185435136,0,0,0,2,0,0,0
"@LulaLivreSDVof @FinesProjeto Boa noiteeeeeeeeeeeeeeeeeeeeeeeeeee😃
#TsunamiDaEducacao 🤨

#LulaLivreTercaSDV ✌️",1128430140399210496,2,0,0,0,0,0,0
"Sanclerlândia, Goiás, na rua por educação!
Foto: Ludmilla Machado

#todospelaeducacao #NaRuaPelaEducacao #TsunamiDaEducacao https://t.co/gxHxqjIYPS",1128793907972771845,0,0,0,0,0,0,1
"@VitorNeot Credibilidade é um item raro nesse caso!
#BrasilNasRuas",1133344613891289089,1,0,0,0,0,0,0
"Fazendo uns ""rolo"", né? #TsunamiDaEducacao #TodosPelaEducacao https://t.co/cTgKrTRVI4",1128802816322166785,0,0,0,0,0,1,0
@taliriapetrone 13/8 rumo a #TsunamiDaEducacao,1151264320103362561,0,0,0,0,0,0,1
#Brasil #BrasilNasRuas https://t.co/ZGxx4esjUh,1133205901907759104,0,0,0,0,0,0,2
"@RodrigoMaia O ponto de partida para o crescimento começou quando o povo elegeu @jairbolsonaro e colocou vc e seus amigos no devido lugar.
#PLN4AprovaJa 
#Dia30EuVouTrabalhar",1134294008619032577,0,0,0,1,0,0,0
"#TsunamiDaEducacao
Meia dúzia de estudantes:

Realidade: https://t.co/aa7elbA1n1",1130156026672627712,1,0,0,0,0,0,0
"@smcosta_Sandra @AleGZahra17 Eu também acho !
#Dia30MeuFilhoNaoVai",1133857083630268417,0,0,0,0,0,0,1
"Parabéns ministro @AbrahamWeint !!!
Por isso que...#Dia30MeuFilhoNaoVai https://t.co/q5vMOVvw16",1134065249353719809,0,0,0,0,0,2,0
#TodosPelaEducação #ForaBolsonaro #ForaBolsoLixo,1128819345499590656,0,0,0,0,0,0,1
#TodosPelaEducação #QuintaDetremuraSdv https://t.co/X6V8ClXzUh,1128890695970897920,0,0,0,0,0,0,1
"educação não é mercadoria, é investimento!

#NaRuaPelaEducação 
#15M ✊🏽 https://t.co/JQgJnAY0bk",1128753249899642883,2,0,0,0,0,0,0
"#TsunamiDaEducação
Tsunami mesmo, e não é de hoje! 
Não coloque seus filhos em universidades federais! https://t.co/u7woa784Nh",1128425960125161472,0,0,0,1,0,0,0
"#naruapelaeducacao #tsunamidaeducacao
#maislivrosmenosarmas
#todospelaeducacao https://t.co/RJp7r6Qll7",1128776004120522752,0,0,0,0,0,0,1
#Marolinha30M,1134241543458607106,0,0,0,0,0,0,1
@ptbrasil #Dia30MeuFilhoNaoVai https://t.co/U7zWDzywS1,1134108742163865606,0,0,0,0,0,0,1
"@AnaMatutando @MBLivre E a #Marolinha30M de hoje foi graças ao vento que a DilmANTA havia estocado 🤭🤭🤭
PS: usei o verbo "" Haver"" correto nessa frase ?!",1134227489839038464,0,0,0,0,0,1,0
"@taliriapetrone Senhores pais todos na porta das  escolas, não podemos deixar nossos filhos com essas aberrações ,#Dia30MeuFilhoNaoVai  quem manda sou eu ! Quem cuida e educa sou eu então não vai !",1133857954048991232,0,0,0,1,0,0,0
"@Desesquerdizada @charllesevg @PSL_Nacional Que vergonha, deputado... #Dia30MeuFilhoNaoVai",1133873114348249088,0,0,0,1,0,0,0
#TchauPauloGuedes #tchautchutchuca #ImpeachmentBolsonaro #NaoAReformaDaPrevidencia #NovaPrevidencia #TsunamiDaEducacao #Dia30VaiSerMaior https://t.co/jTrkjlG8h7,1132619273833205760,0,0,0,0,0,0,1
"Robôs ordeiros somos mais.
 Não teve confusão, invasão e fechamento do congresso.

Ninguém incendiou ônibus, ninguém quebrou nada.

As milícias virtuais e robôs comandadas pelas tias do zapzap deram o tom e as ruas do país foram invadidas ordeiramente.

#BrasilNasRuas https://t.co/SRejjcONwd",1132783279734755328,0,0,1,1,0,0,0
"O que chama a atenção é @JairBolsonaro dizer que não gostaria de fazer a #ReformaDaPrevidência, mas que é necessária. Ao dizer isto, se coloca como humilde, popular, que dói nele essa situação, mas o país está quebrado e é preciso cortar privilégios #13A https://t.co/uVyg1zuMnM",1161357264210583552,0,0,0,0,0,1,0
"🎶Vem Pra Rua pois a Rua é a Maior arquibancada do Brasil🎶
Mexeu com o Governo tem que aguentar mais de 57 milhões de eleitores e sem propina de mortadela/nem gasolina/e nem pneu queimado!!Ninguém Cala!!
#ManauséBolsonaro2022
#BrasilNasRuas💚💛
#ApoioaLavaJato
#DetonaTudoMoro https://t.co/SdhIjFLm8Q",1145480244666744832,1,0,0,0,0,0,0
"esta quarta, todos na rua pela educação! ✏️✊🏼

#Educação
#NaRuaPelaEducação 
#EuDefendoaEducação
#15M 
#15MGreveGeral https://t.co/f1wxD5dytG",1128433422836346887,1,0,0,0,0,0,0
"São Carlos,SP
#30M https://t.co/mV8S59rygn",1134245309926825986,0,0,0,0,0,0,2
"Quando a pessoa vem defender o neoliberalismo dizendo ""eu já fui de esquerda"", pode ter certeza q ela NUNCA foi de esquerda, ou não tinha a menor ideia do q fosse ser de esquerda!

🤡🤡🤡🤡🤡
#BolsonaroEnvergonhaOBrasil
#TsunamiDaEducacao
#30MVaiSerMaior
#01PresoAmanha
#LulaLivre",1133358786478055424,0,0,0,1,0,1,0
😆😆😆😆😆😆😆😆😆  #BrasilNasRuas 💚💛 https://t.co/DTmkIfZCx3,1132926134650331136,1,0,0,0,0,0,0
#30M é logo ali! ✌🏼 #EducaçãoPública,1132757371376328704,0,0,0,0,0,0,1
"O governo usa o corte no setor da educação e pesquisa como moeda de troca para aprovar a Reforma da Previdência, assim como transformou o MEC em uma verdadeira máquina ideológica de perseguição! #30MPelaEducação #BrasilPelaEducação https://t.co/LmioTq3XQf",1134085404901171202,0,0,0,1,0,0,0
@claudioedantas #BrasilNasRuas,1133477038373969920,0,0,0,0,0,0,2
#TsunamiDaEducação #NaRuaPelaEducação #15M #BolsonaroEnvergonhaOBrasil #BolsonaroTemRazao #Bolsonaro2022 #Bolsonaro #LULALIVRE https://t.co/m4KjIqK52B,1128997239995682817,0,0,0,0,0,0,2
#Marolinha30M https://t.co/hSkeEUA2BK,1134248096563679232,0,0,0,0,0,0,1
💚❤ #tiraamaodomeuif https://t.co/lQ6uGFwcmF,1126293873603612675,0,1,0,0,0,0,0
Uma imagem que vale mais que milhões de palavras. #BrasilNasRuas #DiaDoOrgulhoGado https://t.co/NdGdLYVbfr,1132979734533554176,0,0,0,0,0,0,1
"muito bom ver que nossa luta está tendo visibilidade e reconhecimento, nós não vamos ficar de braços cruzados tendo os nossos direitos ameaçados. não vai ter arrego, vai ter luta!!! #TsunamiDaEducação #TodosPelaEducação #15M #NaRuaPelaEducação https://t.co/e0d6kRl7nb",1129026484927123456,0,1,0,2,0,0,0
"Visto agora num cartaz ""Sem educação já basta o presidente""
#TODOSPELAEDUCAÇÃO #TsunamiDaEducação #NaRuaPelaEducação #15M #15MGreveGeral #Grevenacionaldaeducacao #",1128741590045003776,0,0,0,1,0,0,0
#todospelaeducacao.                 Protestos contra cortes na educação aconteceram em ao menos 200 cidades  https://t.co/SfcVnU8KLj,1128829307688816640,0,0,0,0,0,0,1
amo esse povo indo na rua exigindo mudanças desse governo podre #TsunamiDaEducação #ForaBolsonaro #NaRuaPelaEducação https://t.co/nOHUaSi7IE,1128818781709578240,0,1,0,1,0,0,0
As pesquisas fomentadas nos laboratórios dos IFs se estendem para as comunidades locais por meio de projetos de extensão. Isso é inserir a juventude no desenvolvimento do Brasil #30MPelaEducacao #Greve14J,1136996231689822215,1,0,0,0,0,0,0
"Foi lindo demais. 
#30MpelaEducacao 
#EmDefesaDaEducação https://t.co/d88Zpgfr8b",1134547824258035712,0,0,0,0,0,0,1
#Dia30MeuFilhoNaoVai,1133848867278135296,0,0,0,0,0,0,1
"@fercatalano @GustavoROT @virginlua_ @filipebarrost @carlosjordy Acredita q nunca perguntei, mas toda vez q tem merda, sei q eles estão no meio kkkkkkkkkkkkkkkk #Dia30MeuFilhoNaoVai",1133883978287669248,0,0,0,1,0,1,0
"Os estudantes do nosso estado não estão pra brincadeira! Tá geral mobilizando pro #Tsunami13A
Dia 13/08 ato nacional do dia do estudante, 14h na Candelária. Cola com a gente que vai ser histórico!!!

 @Fenetbrasil  #AERJSomosNos #TsunamiDaEducação #13A https://t.co/ekuCttabTu",1159281029670195200,1,0,0,0,0,0,1
Protests against President Bolsonaro's education budget cuts in Brazil continue as hundreds took to the streets in Sao Paulo #TsunamiDaEducação https://t.co/RPLFc7hpJ4,1131885089674158081,0,0,0,0,0,0,1
Para compreender a dimensão do corte de verbas nas instituições de ensino que carregam a ciência brasileira nas costas https://t.co/icnGbyoNaw  #TodosPelaEducação,1128807216365096960,0,0,0,0,0,0,1
#Tsunami13A #TsunamiDaEducacao #13A https://t.co/2EDA2xLs9q,1160918754810892288,0,0,0,0,0,0,1
"@jairbolsonaro
#TsunamiDaEducação #NaRuaPelaEducação #15M #todospelaeducacao 
Quero ver acertar até às mais simples. ""Idiota inútil..."" https://t.co/6kDq7L3nez",1128843417738465282,0,0,0,1,0,0,0
#Dia30MeuFilhoNaoVai https://t.co/3xOoWdMcdD,1134081265240543232,0,0,0,0,0,0,1
"Lindo lindo lindo... #15M
#TsunamiDaEducação #todospelaeducacao #ForaBolsonaro https://t.co/jrm5mOtNlg",1128816101037617152,1,0,0,0,0,0,0
Momento lindo para quem defende a educação. #30MPelaEducsção #BrasilpelaEducação https://t.co/rZOivkiwkk,1134277487683354625,1,1,0,0,0,0,0
"🎶Sou para todos, vc ouviu, a minha tese é construir um novo Brasil💫❤.
#13A
#ParaTodosMa
#JuventudePt
#TsunamiDaEducação 
#Une em Centro Historico de São Luis - Reviver https://t.co/9RV9eAR0j2",1161398423590883329,0,1,0,0,0,0,0
"@CarlaZambelli17 Disseram tanto que dia 30 seria MAIOR kkkkk
Só se for MAIOR decepção 😂😂😂😂
#Dia30EuVouTrabalhar",1134235045412188162,1,0,0,0,0,1,0
@WORD_NEWSS &gt;&gt;  I M P R E S S I O N A N T E  &lt;&lt; #Marolinha30M,1134210837974061064,1,1,0,0,0,0,0
#BrasilNasRuas,1132795096225800193,0,0,0,0,0,0,1
"@MagdaDias19 @yasyasmin6 E a esquerda não faz militância nas escolas! @AbrahamWeint olha a denúncia aí! 
#Dia30EuVouTrabalhar",1134189898729185281,0,0,0,0,0,1,0
"@CarlosBolsonaro A única coisa em que pensam é em roubar o que é dos outros, o combate à corrupção é o fantasma que os assombram. #BrasilNasRuas #GrandeDia",1133042515823747072,1,0,0,0,0,1,0
"O que era esperado hoje, o que virou... #Marolinha30M 
Pior, é ver o gado sendo comandado pela CUT, povo não cansa de passar vergonha !!! O outro lá, Caetano Veloso, faz show e doa cachê para o MTST... Piada viu, justo para uma ONG que invade e cobra aluguel dos menos favorecidos https://t.co/0wDteJ7lBw",1134197481888256000,0,0,0,1,0,0,0
"Nossa Av. Paulista, São Paulo, SP
#BrasilNasRuas https://t.co/j6awNgkEZx",1132785072619368449,0,0,0,0,0,0,1
"Pessoal da #UFRN e #IFRN #UFERSA,cadê a mobilização? #TsunamiDaEducação",1128416568331907074,0,0,0,0,1,0,0
#BrasilNasRuas https://t.co/6q8ccBccYQ,1144549399273648128,0,0,0,0,0,0,1
"Dia revolucionário. Estudantes e trabalhadores juntos nessa luta. Permanecemos resistência. ✊🏽 Sem educação já basta o presidente. Fora @jairbolsonaro !!!
#TsunamiDaEducação 
#15M #TiraAMaoDoMeuIF #LulaLivre #NaRuaPelaEducação https://t.co/K5GyChGuYi",1128831992773140482,1,0,0,1,0,0,0
"@marcofeliciano @DaniloGentili @jairbolsonaro Aqui não tem ângulo fechado pra foto
#30MpelaEducacao
#BrasilPelaEducação
#Tsunami30M
#30M
#SP https://t.co/Ne2foNBaSb",1134220576472612864,0,0,0,0,0,0,1
"Não. Acho que lutar pela Educação é diferente de tentar destruí-la.
#30MpelaEducacao https://t.co/Baaigm4bv1",1134228047027154944,0,0,0,0,0,1,0
"pra que legenda? BH hoje
#ForaBol卐onaro #30MpelaEducacao #BrasilPelaEducacao https://t.co/uhN2l6oa1U",1134284593090183173,0,0,0,0,0,0,1
"Foi lindo

#Tsunami13Agosto #TsunamiDaEducacao #13A #ForaBol卐onaro https://t.co/OOfXxxt3do",1161440750678224898,1,0,0,1,0,0,0
#LulaLivreQuintaSDV #Tsunami30M #Dia30VaiSerMaior #Dia30GiganteToNessa #TodosPelaEducação #Educação https://t.co/SuyeLPwWAE,1133947475830685696,1,0,0,0,0,0,0
"@PastorLiomar #Dia30MeuFilhoNaoVai 
#NaoAPL672",1133842785113640960,0,0,0,0,0,0,2
"@keilabrandaob 😂😂😂🤣🤣😂
#PLN4AprovaJa 
#Marolinha30M",1134235822100795393,1,0,0,0,0,1,0
"Queria ter ido no #30MpelaEducacao , mas por motivos de força maior chamado doença eu não fui. Fica aqui todo o meu obrigada aos que foram &lt;3",1134241194660311040,1,0,0,0,0,0,0
"Será que é difícil os minions entenderem?!

#30MpelaEducacao #Dia30VaiSerMaior 

https://t.co/fxSRATn5Am https://t.co/oDsdLZ3W1w",1133474112683298818,0,0,0,0,0,1,0
"¿Se han dado cuenta que Narcos, bancos y corruptos son palabras que siempre riman?
#30M 
#NosCansamos",1131197200355221507,0,0,1,0,0,0,0
