idtweet,texto,data_tweet,emocao,emocaoId,quant_pessoa
1129892150487977984,"Juventude na rua.

#TsunamidaEducação https://t.co/EiTBROVQuW",1614246646846,nulo,6,1
1134171328909631488,"Agora tenho que sair. A manifestação pela Educação e contra o desgoverno Bolsonaro começa daqui a pouco aqui na minha cidade. Não posso perder a oportunidade de gritar no meio do povo FORA BOLSONARO!!!
#30MpelaEducação #BrasilPelaEducação",1614246646941,raiva,3,1
1130202999190577152,"Relaxa pessoal, não é corte! #TodosPelaEducação #TsunamiDaEducacao #Dia30VaiSerMaior #cartoon https://t.co/Uko3xCHuN9",1614246646984,ironia,5,2
1132914887754244101,Realmente isso é uma vergonha #BrasilNasRuas https://t.co/FIOhPmUzRg,1614246646904,raiva,3,1
1132914887754244101,Realmente isso é uma vergonha #BrasilNasRuas https://t.co/FIOhPmUzRg,1614246646904,nulo,6,1
1133849143452082176,"#Dia30MeuFilhoNaoVai 
Espero que meus alunos também não. Eles não são idiotas úteis. https://t.co/p1iz6vMeug",1614246646959,raiva,3,1
1133849143452082176,"#Dia30MeuFilhoNaoVai 
Espero que meus alunos também não. Eles não são idiotas úteis. https://t.co/p1iz6vMeug",1614246646959,nulo,6,1
1130547461163048960,#30M,1614246646796,nulo,6,1
1134233684578639877,"No Palco do Festival da Educação em Diamantina MG: Henrie e batucada! Por Jean Gabriel
#TáChovendoProtesto #30MpelaEducacao #BrasilPelaEducação https://t.co/sBnfPyR7Gl",1614246646839,nulo,6,2
1128825988937375744,#TodosPelaEducação vocês lembra disso ? https://t.co/vdqbfvcBqZ,1614246646791,nulo,6,1
1128827007045910530,#15M #tiraamaodomeuif #TodosPelaEducação https://t.co/PDKrcEHfKJ,1614246646978,nulo,6,3
1128748429461590017,"Eu amo um homem chamado @alessandromolon 
O único sensato nessa @camaradeputados 

#TsunamiDaEducacao 
#Grevenacionaldaeducacao 
#NaRuaPelaEducação",1614246646947,alegria,0,1
1134185670581346306,"@cassia_portella @Eder86957228 Esse partido já está no fundo do abismo.
#30MpelaEducacao 
#BrasilPelaEducacao",1614246646945,raiva,3,1
1145480486896263169,"Maria do Rosário defendendo o MBL é desespero de quem SABE que perdeu o povo, ou uma tentativa de jogar mais pessoas contra o partido? #BrasilNasRuas",1614246646821,ironia,5,1
1168874455470182401,"Todos nas ruas! Resistir é preciso!
#gritodosexcluidos  ##tsunamidaeducação #maiseducaçãoemenosarmas  #queroumpresidentequecombataasdesigualdadessociais #queprevidênciaéessa https://t.co/eiJZto6Uww",1614246646966,raiva,3,1
1132792050439610368,"@Damadeferroofic Alguém tem notícia do MBL, Kim e Lobão? ,🤣🤣🤣🤣 O Tsunami em prol do presidente arrasou hoje! Parabéns galeraaaaaaaa, huhuhuhu! 😂😂😂😂🇧🇷😎
#BrasilNasRuas",1614246646756,alegria,0,1
1134218727120080896,@henrybugalho @lolaescreva @eumesmadenise #30MpelaEducacao https://t.co/yOYZeGXiym,1614246646960,nulo,6,1
1132644914817376261,#FORABOLSONARO #LARANJALDOBOLSONARO #ABAIXOACORRUPÇÃO #FORACORRUPTOS #EUAVISEI #ELENÃO #FORAFASCISTAS #FORANAZISTAS #IMPEACHMENTDOBOLSONARO #CADEIAPARABOLSONAROS #30M #NÃOAORETROCESSO #DIRETASJÁ!!!! https://t.co/rnTU2K0p0y,1614246646835,raiva,3,1
1134246938948382722,"Repercussão internacional dos protestos pela educação no Brasil. 

#30MpelaEducacao 

https://t.co/4dNSSQYfL6",1614246646899,nulo,6,3
1132783897455013888,"#BrasilNasRuas vamos dobrar a mete-a.
😂😂😂 https://t.co/IwfDcUfr5z https://t.co/iRpF5NIkHR",1614246646914,nulo,6,1
1133385413849227264,"Las Calles son nuestras , 💓 CHILE ES NUESTRO! 💓 #30M #NosCansamos https://t.co/szGOg72TL0",1614246646929,nulo,6,1
1160301477170221057,"#tsunami13a #Tsunami13A 

https://t.co/Hi89VsOE4e",1614246646983,nulo,6,1
1132983189285289985,ASSITAM !!!!!! URGENTE - ESCOLHA DE DORAI PARA DIRIGIR PSDB JA CHAMOU LULA DE EXCEPCIONAL PRESIDENTE   https://t.co/Q6wH8tvLli   #BrasilNasRuas,1614246646962,nulo,6,1
1134236123797053441,#30MpelaEducacao https://t.co/0zZK4Ik3jM,1614246646761,nulo,6,1
1133865547681206272,#Dia30MeuFilhoNaoVai,1614246646880,medo,2,1
1133865547681206272,#Dia30MeuFilhoNaoVai,1614246646880,nulo,6,1
1134251095964946434,#Tsunami30M #30MpelaEducacao #BrasilPelaEducação https://t.co/eNvqWKroif,1614246646867,nulo,6,1
1134230267894337537,Nós não podemos ficar reféns de um governo que quer destruir as universidades #30MPelaEducacao,1614246646827,raiva,3,1
1132790798578343937,@fabcruzuk @xicograziano Não quebre o pescoço vermelho! #BrasilNasRuas https://t.co/8AabJICATL,1614246646939,raiva,3,1
1128776488088686592,"Educação, e corte de verba não combina senhor presidente cuidado com o salto 15 pra não vira e o senhor cair,,, #TsunamiDaEducacao #naruapelaeducação #TodosPelaEducação https://t.co/C3Yn6Jf5Yx",1614246646835,raiva,3,1
1128776488088686592,"Educação, e corte de verba não combina senhor presidente cuidado com o salto 15 pra não vira e o senhor cair,,, #TsunamiDaEducacao #naruapelaeducação #TodosPelaEducação https://t.co/C3Yn6Jf5Yx",1614246646835,ironia,5,1
1134240025128968193,@RitaLisauskas Só que os estudantes acordaram. #30M #30MpelaEducação https://t.co/LfmcjY7DCi,1614246646867,raiva,3,1
1134240025128968193,@RitaLisauskas Só que os estudantes acordaram. #30M #30MpelaEducação https://t.co/LfmcjY7DCi,1614246646867,nulo,6,2
1132824897879773184,#30MVaiSerMaior #LulaLivreSegundaSDV #Balburdia #EsquerdistasSeguemEsquerdistas #BolsonaroInimigodaEducacao https://t.co/upWCOf3VEM,1614246646948,nulo,6,1
1132708729135222786,"@jairbolsonaro #FoliaDosCusProlapsados fiasco total. O tiro saiu pela culatra. Não adianta fake news, os atos só juntarem poucos milhares de fanáticos. O fundo do poço está aparecendo p o presida. Grande dia #Dia30VaiSerMaior #30M",1614246646979,raiva,3,1
1132783371518644224,"#BrasilNasRuas 
Chegamos em casa com esperança e sem ódio. https://t.co/KWEjMViOMu",1614246646861,alegria,0,1
1132783371518644224,"#BrasilNasRuas 
Chegamos em casa com esperança e sem ódio. https://t.co/KWEjMViOMu",1614246646861,amor,1,1
1132783371518644224,"#BrasilNasRuas 
Chegamos em casa com esperança e sem ódio. https://t.co/KWEjMViOMu",1614246646861,nulo,6,1
1134101142860914688,@aguedescartoon #Meufilhonaovai,1614246646958,nulo,6,3
1160934970753466368,A mobilização é o nosso principal instrumento de transformação social e a luta coletivas nas ruas é o meio mais eficiente de derrotar governos despóticos e tiranos como os de Bolsonaro. Dia 13 é mais um dia de defender nas ruas a nossa educação. #13A #TsunamiDaEducação ✍️ https://t.co/cfgXEFgF82,1614246646978,alegria,0,1
1134212642850115592,"Com toda essa chuva, tá lindo demais! #30MpelaEducacao https://t.co/26sVb4wtYx",1614246646820,alegria,0,1
1161290043081809920,"Hoje é dia de mais uma greve nacional em defesa da educação, da previdência e de todos nossos direitos! #13A https://t.co/Kx5PVu6quL https://t.co/dK2tvyQ95m",1614246646991,medo,2,1
1161450766185435136,O Tsunami da Educação parou o país hoje para dizer ao desgoverno Bolsonaro: EDUCAÇÃO NÃO É MERCADORIA! #EducacaoNaoeBalburdia #EducaçãoNãoéMercadoria #13deagosto #EducacaoeResistencia #TsunamiDaEducação https://t.co/NL0x5kEHzd,1614246646934,raiva,3,2
1128430140399210496,"@LulaLivreSDVof @FinesProjeto Boa noiteeeeeeeeeeeeeeeeeeeeeeeeeee😃
#TsunamiDaEducacao 🤨

#LulaLivreTercaSDV ✌️",1614246646889,alegria,0,2
1128793907972771845,"Sanclerlândia, Goiás, na rua por educação!
Foto: Ludmilla Machado

#todospelaeducacao #NaRuaPelaEducacao #TsunamiDaEducacao https://t.co/gxHxqjIYPS",1614246646991,nulo,6,1
1133344613891289089,"@VitorNeot Credibilidade é um item raro nesse caso!
#BrasilNasRuas",1614246646883,alegria,0,1
1128802816322166785,"Fazendo uns ""rolo"", né? #TsunamiDaEducacao #TodosPelaEducacao https://t.co/cTgKrTRVI4",1614246646939,ironia,5,1
1151264320103362561,@taliriapetrone 13/8 rumo a #TsunamiDaEducacao,1614246646979,nulo,6,1
1133205901907759104,#Brasil #BrasilNasRuas https://t.co/ZGxx4esjUh,1614246646977,nulo,6,2
1134294008619032577,"@RodrigoMaia O ponto de partida para o crescimento começou quando o povo elegeu @jairbolsonaro e colocou vc e seus amigos no devido lugar.
#PLN4AprovaJa 
#Dia30EuVouTrabalhar",1614246646944,raiva,3,1
1130156026672627712,"#TsunamiDaEducacao
Meia dúzia de estudantes:

Realidade: https://t.co/aa7elbA1n1",1614246646846,alegria,0,1
1133857083630268417,"@smcosta_Sandra @AleGZahra17 Eu também acho !
#Dia30MeuFilhoNaoVai",1614246646830,nulo,6,1
1134065249353719809,"Parabéns ministro @AbrahamWeint !!!
Por isso que...#Dia30MeuFilhoNaoVai https://t.co/q5vMOVvw16",1614246646917,ironia,5,2
1128819345499590656,#TodosPelaEducação #ForaBolsonaro #ForaBolsoLixo,1614246646771,nulo,6,1
1128890695970897920,#TodosPelaEducação #QuintaDetremuraSdv https://t.co/X6V8ClXzUh,1614246646944,nulo,6,1
1128753249899642883,"educação não é mercadoria, é investimento!

#NaRuaPelaEducação 
#15M ✊🏽 https://t.co/JQgJnAY0bk",1614246646983,alegria,0,2
1128425960125161472,"#TsunamiDaEducação
Tsunami mesmo, e não é de hoje! 
Não coloque seus filhos em universidades federais! https://t.co/u7woa784Nh",1614246646942,raiva,3,1
1128776004120522752,"#naruapelaeducacao #tsunamidaeducacao
#maislivrosmenosarmas
#todospelaeducacao https://t.co/RJp7r6Qll7",1614246646977,nulo,6,1
1134241543458607106,#Marolinha30M,1614246646818,nulo,6,1
1134108742163865606,@ptbrasil #Dia30MeuFilhoNaoVai https://t.co/U7zWDzywS1,1614246646888,nulo,6,1
1134227489839038464,"@AnaMatutando @MBLivre E a #Marolinha30M de hoje foi graças ao vento que a DilmANTA havia estocado 🤭🤭🤭
PS: usei o verbo "" Haver"" correto nessa frase ?!",1614246646966,ironia,5,1
1133857954048991232,"@taliriapetrone Senhores pais todos na porta das  escolas, não podemos deixar nossos filhos com essas aberrações ,#Dia30MeuFilhoNaoVai  quem manda sou eu ! Quem cuida e educa sou eu então não vai !",1614246646786,raiva,3,1
1133873114348249088,"@Desesquerdizada @charllesevg @PSL_Nacional Que vergonha, deputado... #Dia30MeuFilhoNaoVai",1614246646981,raiva,3,1
1132619273833205760,#TchauPauloGuedes #tchautchutchuca #ImpeachmentBolsonaro #NaoAReformaDaPrevidencia #NovaPrevidencia #TsunamiDaEducacao #Dia30VaiSerMaior https://t.co/jTrkjlG8h7,1614246646778,nulo,6,1
1132783279734755328,"Robôs ordeiros somos mais.
 Não teve confusão, invasão e fechamento do congresso.

Ninguém incendiou ônibus, ninguém quebrou nada.

As milícias virtuais e robôs comandadas pelas tias do zapzap deram o tom e as ruas do país foram invadidas ordeiramente.

#BrasilNasRuas https://t.co/SRejjcONwd",1614246646963,medo,2,1
1132783279734755328,"Robôs ordeiros somos mais.
 Não teve confusão, invasão e fechamento do congresso.

Ninguém incendiou ônibus, ninguém quebrou nada.

As milícias virtuais e robôs comandadas pelas tias do zapzap deram o tom e as ruas do país foram invadidas ordeiramente.

#BrasilNasRuas https://t.co/SRejjcONwd",1614246646963,raiva,3,1
1161357264210583552,"O que chama a atenção é @JairBolsonaro dizer que não gostaria de fazer a #ReformaDaPrevidência, mas que é necessária. Ao dizer isto, se coloca como humilde, popular, que dói nele essa situação, mas o país está quebrado e é preciso cortar privilégios #13A https://t.co/uVyg1zuMnM",1614246646797,ironia,5,1
1145480244666744832,"🎶Vem Pra Rua pois a Rua é a Maior arquibancada do Brasil🎶
Mexeu com o Governo tem que aguentar mais de 57 milhões de eleitores e sem propina de mortadela/nem gasolina/e nem pneu queimado!!Ninguém Cala!!
#ManauséBolsonaro2022
#BrasilNasRuas💚💛
#ApoioaLavaJato
#DetonaTudoMoro https://t.co/SdhIjFLm8Q",1614246646979,alegria,0,1
1128433422836346887,"esta quarta, todos na rua pela educação! ✏️✊🏼

#Educação
#NaRuaPelaEducação 
#EuDefendoaEducação
#15M 
#15MGreveGeral https://t.co/f1wxD5dytG",1614246646966,alegria,0,1
1134245309926825986,"São Carlos,SP
#30M https://t.co/mV8S59rygn",1614246646935,nulo,6,2
1133358786478055424,"Quando a pessoa vem defender o neoliberalismo dizendo ""eu já fui de esquerda"", pode ter certeza q ela NUNCA foi de esquerda, ou não tinha a menor ideia do q fosse ser de esquerda!

🤡🤡🤡🤡🤡
#BolsonaroEnvergonhaOBrasil
#TsunamiDaEducacao
#30MVaiSerMaior
#01PresoAmanha
#LulaLivre",1614246646832,raiva,3,1
1133358786478055424,"Quando a pessoa vem defender o neoliberalismo dizendo ""eu já fui de esquerda"", pode ter certeza q ela NUNCA foi de esquerda, ou não tinha a menor ideia do q fosse ser de esquerda!

🤡🤡🤡🤡🤡
#BolsonaroEnvergonhaOBrasil
#TsunamiDaEducacao
#30MVaiSerMaior
#01PresoAmanha
#LulaLivre",1614246646832,ironia,5,1
1132926134650331136,😆😆😆😆😆😆😆😆😆  #BrasilNasRuas 💚💛 https://t.co/DTmkIfZCx3,1614246646919,alegria,0,1
1132757371376328704,#30M é logo ali! ✌🏼 #EducaçãoPública,1614246646983,nulo,6,1
1134085404901171202,"O governo usa o corte no setor da educação e pesquisa como moeda de troca para aprovar a Reforma da Previdência, assim como transformou o MEC em uma verdadeira máquina ideológica de perseguição! #30MPelaEducação #BrasilPelaEducação https://t.co/LmioTq3XQf",1614246646941,raiva,3,1
1133477038373969920,@claudioedantas #BrasilNasRuas,1614246646993,nulo,6,2
1128997239995682817,#TsunamiDaEducação #NaRuaPelaEducação #15M #BolsonaroEnvergonhaOBrasil #BolsonaroTemRazao #Bolsonaro2022 #Bolsonaro #LULALIVRE https://t.co/m4KjIqK52B,1614246646853,nulo,6,2
1134248096563679232,#Marolinha30M https://t.co/hSkeEUA2BK,1614246646815,nulo,6,1
1126293873603612675,💚❤ #tiraamaodomeuif https://t.co/lQ6uGFwcmF,1614246646966,amor,1,1
1132979734533554176,Uma imagem que vale mais que milhões de palavras. #BrasilNasRuas #DiaDoOrgulhoGado https://t.co/NdGdLYVbfr,1614246646827,nulo,6,1
1129026484927123456,"muito bom ver que nossa luta está tendo visibilidade e reconhecimento, nós não vamos ficar de braços cruzados tendo os nossos direitos ameaçados. não vai ter arrego, vai ter luta!!! #TsunamiDaEducação #TodosPelaEducação #15M #NaRuaPelaEducação https://t.co/e0d6kRl7nb",1614246646940,amor,1,1
1129026484927123456,"muito bom ver que nossa luta está tendo visibilidade e reconhecimento, nós não vamos ficar de braços cruzados tendo os nossos direitos ameaçados. não vai ter arrego, vai ter luta!!! #TsunamiDaEducação #TodosPelaEducação #15M #NaRuaPelaEducação https://t.co/e0d6kRl7nb",1614246646940,raiva,3,2
1128741590045003776,"Visto agora num cartaz ""Sem educação já basta o presidente""
#TODOSPELAEDUCAÇÃO #TsunamiDaEducação #NaRuaPelaEducação #15M #15MGreveGeral #Grevenacionaldaeducacao #",1614246646934,raiva,3,1
1128829307688816640,#todospelaeducacao.                 Protestos contra cortes na educação aconteceram em ao menos 200 cidades  https://t.co/SfcVnU8KLj,1614246646897,nulo,6,1
1128818781709578240,amo esse povo indo na rua exigindo mudanças desse governo podre #TsunamiDaEducação #ForaBolsonaro #NaRuaPelaEducação https://t.co/nOHUaSi7IE,1614246646934,amor,1,1
1128818781709578240,amo esse povo indo na rua exigindo mudanças desse governo podre #TsunamiDaEducação #ForaBolsonaro #NaRuaPelaEducação https://t.co/nOHUaSi7IE,1614246646934,raiva,3,1
1136996231689822215,As pesquisas fomentadas nos laboratórios dos IFs se estendem para as comunidades locais por meio de projetos de extensão. Isso é inserir a juventude no desenvolvimento do Brasil #30MPelaEducacao #Greve14J,1614246646920,alegria,0,1
1134547824258035712,"Foi lindo demais. 
#30MpelaEducacao 
#EmDefesaDaEducação https://t.co/d88Zpgfr8b",1614246646979,nulo,6,1
1133848867278135296,#Dia30MeuFilhoNaoVai,1614246646950,nulo,6,1
1133883978287669248,"@fercatalano @GustavoROT @virginlua_ @filipebarrost @carlosjordy Acredita q nunca perguntei, mas toda vez q tem merda, sei q eles estão no meio kkkkkkkkkkkkkkkk #Dia30MeuFilhoNaoVai",1614246646979,raiva,3,1
1133883978287669248,"@fercatalano @GustavoROT @virginlua_ @filipebarrost @carlosjordy Acredita q nunca perguntei, mas toda vez q tem merda, sei q eles estão no meio kkkkkkkkkkkkkkkk #Dia30MeuFilhoNaoVai",1614246646979,ironia,5,1
1159281029670195200,"Os estudantes do nosso estado não estão pra brincadeira! Tá geral mobilizando pro #Tsunami13A
Dia 13/08 ato nacional do dia do estudante, 14h na Candelária. Cola com a gente que vai ser histórico!!!

 @Fenetbrasil  #AERJSomosNos #TsunamiDaEducação #13A https://t.co/ekuCttabTu",1614246646838,alegria,0,1
1159281029670195200,"Os estudantes do nosso estado não estão pra brincadeira! Tá geral mobilizando pro #Tsunami13A
Dia 13/08 ato nacional do dia do estudante, 14h na Candelária. Cola com a gente que vai ser histórico!!!

 @Fenetbrasil  #AERJSomosNos #TsunamiDaEducação #13A https://t.co/ekuCttabTu",1614246646838,nulo,6,1
1131885089674158081,Protests against President Bolsonaro's education budget cuts in Brazil continue as hundreds took to the streets in Sao Paulo #TsunamiDaEducação https://t.co/RPLFc7hpJ4,1614246646892,nulo,6,1
1128807216365096960,Para compreender a dimensão do corte de verbas nas instituições de ensino que carregam a ciência brasileira nas costas https://t.co/icnGbyoNaw  #TodosPelaEducação,1614246646862,nulo,6,1
1160918754810892288,#Tsunami13A #TsunamiDaEducacao #13A https://t.co/2EDA2xLs9q,1614246646848,nulo,6,1
1128843417738465282,"@jairbolsonaro
#TsunamiDaEducação #NaRuaPelaEducação #15M #todospelaeducacao 
Quero ver acertar até às mais simples. ""Idiota inútil..."" https://t.co/6kDq7L3nez",1614246646959,raiva,3,1
1134081265240543232,#Dia30MeuFilhoNaoVai https://t.co/3xOoWdMcdD,1614246646887,nulo,6,1
1128816101037617152,"Lindo lindo lindo... #15M
#TsunamiDaEducação #todospelaeducacao #ForaBolsonaro https://t.co/jrm5mOtNlg",1614246646880,alegria,0,1
1134277487683354625,Momento lindo para quem defende a educação. #30MPelaEducsção #BrasilpelaEducação https://t.co/rZOivkiwkk,1614246646888,alegria,0,1
1134277487683354625,Momento lindo para quem defende a educação. #30MPelaEducsção #BrasilpelaEducação https://t.co/rZOivkiwkk,1614246646888,amor,1,1
1161398423590883329,"🎶Sou para todos, vc ouviu, a minha tese é construir um novo Brasil💫❤.
#13A
#ParaTodosMa
#JuventudePt
#TsunamiDaEducação 
#Une em Centro Historico de São Luis - Reviver https://t.co/9RV9eAR0j2",1614246646872,amor,1,1
1134235045412188162,"@CarlaZambelli17 Disseram tanto que dia 30 seria MAIOR kkkkk
Só se for MAIOR decepção 😂😂😂😂
#Dia30EuVouTrabalhar",1614246646852,alegria,0,1
1134235045412188162,"@CarlaZambelli17 Disseram tanto que dia 30 seria MAIOR kkkkk
Só se for MAIOR decepção 😂😂😂😂
#Dia30EuVouTrabalhar",1614246646852,ironia,5,1
1134210837974061064,@WORD_NEWSS &gt;&gt;  I M P R E S S I O N A N T E  &lt;&lt; #Marolinha30M,1614246646962,alegria,0,1
1134210837974061064,@WORD_NEWSS &gt;&gt;  I M P R E S S I O N A N T E  &lt;&lt; #Marolinha30M,1614246646962,amor,1,1
1132795096225800193,#BrasilNasRuas,1614246646991,nulo,6,1
1134189898729185281,"@MagdaDias19 @yasyasmin6 E a esquerda não faz militância nas escolas! @AbrahamWeint olha a denúncia aí! 
#Dia30EuVouTrabalhar",1614246646889,ironia,5,1
1133042515823747072,"@CarlosBolsonaro A única coisa em que pensam é em roubar o que é dos outros, o combate à corrupção é o fantasma que os assombram. #BrasilNasRuas #GrandeDia",1614246646892,alegria,0,1
1133042515823747072,"@CarlosBolsonaro A única coisa em que pensam é em roubar o que é dos outros, o combate à corrupção é o fantasma que os assombram. #BrasilNasRuas #GrandeDia",1614246646892,ironia,5,1
1134197481888256000,"O que era esperado hoje, o que virou... #Marolinha30M 
Pior, é ver o gado sendo comandado pela CUT, povo não cansa de passar vergonha !!! O outro lá, Caetano Veloso, faz show e doa cachê para o MTST... Piada viu, justo para uma ONG que invade e cobra aluguel dos menos favorecidos https://t.co/0wDteJ7lBw",1614246646961,raiva,3,1
1132785072619368449,"Nossa Av. Paulista, São Paulo, SP
#BrasilNasRuas https://t.co/j6awNgkEZx",1614246646962,nulo,6,1
1128416568331907074,"Pessoal da #UFRN e #IFRN #UFERSA,cadê a mobilização? #TsunamiDaEducação",1614246646961,tristeza,4,1
1144549399273648128,#BrasilNasRuas https://t.co/6q8ccBccYQ,1614246646967,nulo,6,1
1128831992773140482,"Dia revolucionário. Estudantes e trabalhadores juntos nessa luta. Permanecemos resistência. ✊🏽 Sem educação já basta o presidente. Fora @jairbolsonaro !!!
#TsunamiDaEducação 
#15M #TiraAMaoDoMeuIF #LulaLivre #NaRuaPelaEducação https://t.co/K5GyChGuYi",1614246646880,alegria,0,1
1128831992773140482,"Dia revolucionário. Estudantes e trabalhadores juntos nessa luta. Permanecemos resistência. ✊🏽 Sem educação já basta o presidente. Fora @jairbolsonaro !!!
#TsunamiDaEducação 
#15M #TiraAMaoDoMeuIF #LulaLivre #NaRuaPelaEducação https://t.co/K5GyChGuYi",1614246646880,raiva,3,1
1134220576472612864,"@marcofeliciano @DaniloGentili @jairbolsonaro Aqui não tem ângulo fechado pra foto
#30MpelaEducacao
#BrasilPelaEducação
#Tsunami30M
#30M
#SP https://t.co/Ne2foNBaSb",1614246646831,nulo,6,1
1134228047027154944,"Não. Acho que lutar pela Educação é diferente de tentar destruí-la.
#30MpelaEducacao https://t.co/Baaigm4bv1",1614246646941,ironia,5,1
1134284593090183173,"pra que legenda? BH hoje
#ForaBol卐onaro #30MpelaEducacao #BrasilPelaEducacao https://t.co/uhN2l6oa1U",1614246646992,nulo,6,1
1161440750678224898,"Foi lindo

#Tsunami13Agosto #TsunamiDaEducacao #13A #ForaBol卐onaro https://t.co/OOfXxxt3do",1614246646964,alegria,0,1
1161440750678224898,"Foi lindo

#Tsunami13Agosto #TsunamiDaEducacao #13A #ForaBol卐onaro https://t.co/OOfXxxt3do",1614246646964,raiva,3,1
1133947475830685696,#LulaLivreQuintaSDV #Tsunami30M #Dia30VaiSerMaior #Dia30GiganteToNessa #TodosPelaEducação #Educação https://t.co/SuyeLPwWAE,1614246646979,alegria,0,1
1133842785113640960,"@PastorLiomar #Dia30MeuFilhoNaoVai 
#NaoAPL672",1614246646796,nulo,6,2
1134235822100795393,"@keilabrandaob 😂😂😂🤣🤣😂
#PLN4AprovaJa 
#Marolinha30M",1614246646791,alegria,0,1
1134235822100795393,"@keilabrandaob 😂😂😂🤣🤣😂
#PLN4AprovaJa 
#Marolinha30M",1614246646791,ironia,5,1
1134241194660311040,"Queria ter ido no #30MpelaEducacao , mas por motivos de força maior chamado doença eu não fui. Fica aqui todo o meu obrigada aos que foram &lt;3",1614246646932,alegria,0,1
1133474112683298818,"Será que é difícil os minions entenderem?!

#30MpelaEducacao #Dia30VaiSerMaior 

https://t.co/fxSRATn5Am https://t.co/oDsdLZ3W1w",1614246646969,ironia,5,1
1131197200355221507,"¿Se han dado cuenta que Narcos, bancos y corruptos son palabras que siempre riman?
#30M 
#NosCansamos",1614246646925,medo,2,1
1128819022659768320,"Curitiba hoje.
🖤

#TsunamiDaEducação #NaRuaPelaEducação https://t.co/xTXhHbgQuZ",1614246646970,nulo,6,1
1133881352045170688,"@profpaulamarisa Amanhã, dia útil, dia de trabalho, dia de escola! Minha filha estará na escola lindamente estudando e se preparando, pois sabe que o caminho da conquista é o esforço e a dedicação. #Dia30MeuFilhoNãoVai",1614246646947,raiva,3,1
1129031463356248067,"Olha o #TBT2019 de ontem melhor manifestação   #todospelaeducacao #ForaBolsonaro 
#NaRuaPelaEducacao https://t.co/WM0CPX5qa0",1614246646831,nulo,6,1
1128418734408904705,O cu tá trancado #TsunamiDaEducação https://t.co/OnO3UP9pNx,1614246646875,nulo,6,1
1128754480567267328,"""Salvador nas ruas contra os ataques à educação.""

#15M #TsunamidaEducação #NaRuaPelaEducação #15MgreveGeral

Para mais conteúdo acesse:
https://t.co/fpKusM2VTZ

#jornalismo #webradio #notícia #brasil #música #siga #siga-nos #compartilhem #aussel #saúde https://t.co/KkqNWgY5Ea",1614246646943,ironia,5,1
1134202631025496064,"@paulacamara_ @nilson_quintao Você sabe o que é coações? Entendi, seguidor de bozonaro não sabe.
Vá estudar.
#30MpelaEducacao
#BrasilPelaEducacao",1614246646947,raiva,3,1
1134202631025496064,"@paulacamara_ @nilson_quintao Você sabe o que é coações? Entendi, seguidor de bozonaro não sabe.
Vá estudar.
#30MpelaEducacao
#BrasilPelaEducacao",1614246646947,ironia,5,1
1129113770662481920,O filho teu não foge para Dallas #TodosPelaEducação,1614246646919,alegria,0,1
1134281715294322688,"@senadorhumberto #30M 
#TsumaniDaEducacao 
#TodosPelaEducação",1614246646870,nulo,6,1
1134123148675297280,O meu se pedisse para ir levaria uma surra. #Dia30MeuFilhoNaoVai https://t.co/MeavcWpxFx,1614246646932,raiva,3,1
1161251561865134081,"Fique por dentro da agenda de mobilizações em várias cidades do país https://t.co/xszFOTYnMY

#Tsunami13Agosto #Tsunami13A #TsunamiDaEducacao #13A",1614246646757,nulo,6,1
1128760692864114690,#TsunamiDaEducação #15m #NaRuaPelaEducação HISTORIADORES NA LUTA! https://t.co/ws9EtzNN5q,1614246646944,alegria,0,1
1133851954160033792,#Dia30MeuFilhoNaoVai https://t.co/k4kLb1swa7,1614246646903,raiva,3,1
1133851954160033792,#Dia30MeuFilhoNaoVai https://t.co/k4kLb1swa7,1614246646903,nulo,6,1
1134230383044812800,#Marolinha30M acho que não dá nem isso,1614246646900,nulo,6,1
1133866359811694594,"@BelinhaPoodleBR Meu filho é eu que educo.
#Dia30MeuFilhoNaoVai",1614246646830,alegria,0,1
1133866359811694594,"@BelinhaPoodleBR Meu filho é eu que educo.
#Dia30MeuFilhoNaoVai",1614246646830,raiva,3,1
1133866359811694594,"@BelinhaPoodleBR Meu filho é eu que educo.
#Dia30MeuFilhoNaoVai",1614246646830,ironia,5,1
1133867795911970816,#Dia30MeuFilhoNaoVai https://t.co/Hp0XIKo7TD,1614246646980,nulo,6,1
1133226449668907009,@senadorhumberto @FabioMe12629554 Encontrei milhares de robôs. #BrasilNasRuas https://t.co/wRXeKxOBto,1614246646874,ironia,5,1
1132832166222680066,"@jairbolsonaro Estamos junto contigo Sr. Presidente. Não somos Robôs e nem Fake News. Somos pessoas reais e Apoiamos seu Governo. Queremos as Mudanças Necessárias para Nosso País Prosperar!!!
#BrasilNasRuas",1614246646939,alegria,0,2
1132832166222680066,"@jairbolsonaro Estamos junto contigo Sr. Presidente. Não somos Robôs e nem Fake News. Somos pessoas reais e Apoiamos seu Governo. Queremos as Mudanças Necessárias para Nosso País Prosperar!!!
#BrasilNasRuas",1614246646939,raiva,3,1
1132781865516044288,@leandroruschel #BrasilNasRuas,1614246646881,nulo,6,2
1133860619994697728,"@samiabomfim #Dia30MeuFilhoNaoVai
 
Ruma da vagabundo",1614246646829,raiva,3,1
1133860619994697728,"@samiabomfim #Dia30MeuFilhoNaoVai
 
Ruma da vagabundo",1614246646829,nulo,6,1
